,Grade,Video Uploads,Subscribers,Video views
2658,B+ ,517,3697293,350134603
2659,B+ ,18,90847,187402142
2660,B+ ,429,69621,16000996
2661,B+ ,7881,1843131,1584951345
2662,B+ ,1816,1818275,664835401
2664,B+ ,361,3147897,717338004
2665,B+ ,559,783524,260315353
2666,B+ ,202,3938269,950694569
2667,B+ ,57270,1445044,1107593939
2668,B+ ,930,1283286,1210915528
2669,B+ ,300,1302843,504483414
2670,B+ ,389,81689,29604235
2671,B+ ,1939,1808895,1622755846
2672,B+ ,28,465581,85280678
2673,B+ ,490,1059810,672921624
2674,B+ ,1887,4853178,4578123044
2675,B+ ,99,63848,19255045
2676,B+ ,208,785365,207954560
2677,B+ ,356,2742241,523546651
2678,B+ ,35,328377,41319558
2679,B+ ,59,236014,80345667
2680,B+ ,52,4794644,792082916
2681,B+ ,720,621459,279773481
2682,B+ ,6,140009,66004790
2683,B+ ,84,1330737,175765889
2684,B+ ,36,487779,76252348
2685,B+ ,278,2205333,911602658
2687,B+ ,926,3112638,425680321
2688,B+ ,2266,572506,270741926
2689,B+ ,1544,397141,251853154
2690,B+ ,915,966795,1045012657
2691,B+ ,111,538859,402796474
2692,B+ ,273,2420738,374238915
2693,B+ ,39,6065074,2371140610
2694,B+ ,37314,818809,295161533
2695,B+ ,679,2408491,673204380
2696,B+ ,4751,2019713,756026884
2697,B+ ,1791,1848078,1232414730
2698,B+ ,1906,26148,22949684
2699,B+ ,27,519478,124226304
2700,B+ ,395,6795466,824934195
2702,B+ ,30272,1351336,669808152
2703,B+ ,1284,4619154,1122878059
2704,B+ ,207,14280,192772568
2705,B+ ,343,21236600,3866472711
2707,B+ ,1016,3593188,2199617230
2708,B+ ,981,2256639,467242974
2709,B+ ,1842,3721550,1448895028
2710,B+ ,193,170335,63251474
2711,B+ ,1317,1708062,601556169
2714,B+ ,156,70979,21367745
2715,B+ ,541,573245,178757030
2716,B+ ,1174,1216196,340651914
2717,B+ ,314,1424137,393517021
2718,B+ ,603,607936,332957662
2719,B+ ,2084,2591899,1320330267
2720,B+ ,831,713896,197029536
2721,B+ ,111,66270,20768104
2722,B+ ,370,145418,77757397
2723,B+ ,117,1122835,1311308610
2724,B+ ,769,1158939,359293183
2725,B+ ,7436,1629930,1044777258
2726,B+ ,214,330878,178619929
2727,B+ ,606,152848,83019426
2728,B+ ,178,995155,340884111
2729,B+ ,373,1725336,1286091749
2730,B+ ,1369,1199160,1785335503
2731,B+ ,766,364629,125163380
2732,B+ ,1179,757946,245083066
2733,B+ ,350,260096,17138261
2734,B+ ,1941,4289062,1241250859
2736,B+ ,332,11283,16169415
2737,B+ ,755,4640761,1043800875
2738,B+ ,806,604544,185835823
2739,B+ ,1692,6530508,1266676391
2740,B+ ,841,2297233,863947524
2742,B+ ,599,481056,133002844
2743,B+ ,3328,3410335,854420068
2744,B+ ,484,985991,316827389
2745,B+ ,307,561805,377697515
2746,B+ ,1356,5718337,1843893788
2747,B+ ,32,120463,17357874
2748,B+ ,27,963209,148601406
2749,B+ ,6081,1482990,580659676
2751,B+ ,2775,2747999,1251947588
2752,B+ ,1769,1647344,1483377635
2753,B+ ,658,212304,172640324
2754,B+ ,756,2527487,522815132
2756,B+ ,124,831504,419601393
2757,B+ ,434,2421473,970734163
2758,B+ ,809,2067452,807229875
2759,B+ ,157,1042945,133913976
2760,B+ ,231,95109,20622828
2761,B+ ,104,422665,377845171
2762,B+ ,72,2619115,2100747662
2763,B+ ,248,3788713,532028404
2765,B+ ,915,228405,199967762
2766,B+ ,727,1533323,553785613
2767,B+ ,887,696649,648403407
2768,B+ ,9383,334603,383964260
2769,B+ ,681,2194042,612457297
2770,B+ ,2077,1609446,887853271
2771,B+ ,1524,1375864,521645637
2772,B+ ,1607,1268676,1293103265
2773,B+ ,176,138910,43330939
2774,B+ ,2600,181981,20694946
2775,B+ ,171,1551583,194057658
2776,B+ ,1139,3473378,750717334
2777,B+ ,284,632278,230379119
2778,B+ ,2717,312492,206106914
2779,B+ ,5163,1245242,706348496
2780,B+ ,1912,866322,651930612
2781,B+ ,3109,3711154,1195339448
2782,B+ ,2121,3198799,1157420399
2783,B+ ,7198,4920648,1636013318
2785,B+ ,219,2285062,440865115
2786,B+ ,46101,2043430,584108770
2787,B+ ,1112,1016893,728101565
2788,B+ ,241,328892,175737200
2789,B+ ,9474,883658,556505516
2790,B+ ,188,2595565,381671209
2791,B+ ,532,1043237,492111885
2793,B+ ,373,66580,121070098
2794,B+ ,449,332705,83319584
2795,B+ ,344,1128207,758660731
2796,B+ ,3071,414672,200203819
2797,B+ ,3283,1316176,1815444027
2798,B+ ,509,1163019,309475841
2799,B+ ,480,1037533,469747260
2800,B+ ,1713,1388315,488586925
2801,B+ ,3220,952919,238349185
2802,B+ ,54,3687752,875902643
2803,B+ ,842,1491745,701053782
2804,B+ ,515,1409465,1916809335
2806,B+ ,749,1670533,552850162
2807,B+ ,1191,1326246,1531692758
2809,B+ ,2356,980627,618123207
2811,B+ ,3029,6096606,6841746256
2812,B+ ,373,2132700,328927067
2813,B+ ,156,1898137,630891285
2814,B+ ,19,1119727,195288594
2816,B+ ,88,25588,114227522
2817,B+ ,2603,373099,701132737
2818,B+ ,3026,2385669,1889800947
2819,B+ ,23695,1184800,735240189
2820,B+ ,1362,1149224,782214764
2821,B+ ,495,2128433,643588447
2822,B+ ,1746,1895826,410280891
2824,B+ ,293,5725806,626439291
2825,B+ ,123,606999,79682716
2826,B+ ,407,34886,122297311
2827,B+ ,1792,8630366,2226884061
2828,B+ ,12282,808851,706168952
2829,B+ ,53,1554603,784960469
2830,B+ ,1115,584405,478881766
2831,B+ ,872,132745,283244686
2832,B+ ,214,480972,130870127
2833,B+ ,2245,4020103,1243004812
2835,B+ ,67,933509,160417082
2836,B+ ,509,1084644,387816147
2837,B+ ,1021,1093363,499854957
2838,B+ ,61,1346084,298668942
2839,B+ ,4723,1140055,448774605
2840,B+ ,425,902212,246157102
2841,B+ ,807,1099894,260203013
2843,B+ ,25306,927801,589415282
2844,B+ ,1785,2896319,501256772
2845,B+ ,1586,993311,413737872
2846,B+ ,1737,561393,373183309
2847,B+ ,565,3157733,333822413
2848,B+ ,9806,1688479,836314765
2849,B+ ,438,30803,25233958
2850,B+ ,220,92158,25518263
2851,B+ ,1048,4374183,1848488915
2853,B+ ,453,1434560,483736844
2854,B+ ,13398,631145,199048417
2855,B+ ,1261,5221177,621282327
2856,B+ ,679,1892270,552027053
2857,B+ ,30,3235010,1047216105
2858,B+ ,119,384230,181489130
2859,B+ ,2063,959906,882755302
2860,B+ ,222,875740,352399718
2861,B+ ,120,1322374,98198564
2862,B+ ,164,48824,15091670
2863,B+ ,22,3898417,1443125038
2864,B+ ,11865,1660291,728973384
2865,B+ ,6008,6577972,2296550787
2866,B+ ,1636,1110501,336010778
2867,B+ ,596,2022493,398698323
2868,B+ ,19,834244,573934391
2869,B+ ,94,1188186,720227221
2870,B+ ,2831,1382501,445750626
2871,B+ ,806,983067,690866722
2872,B+ ,665,941778,570895687
2873,B+ ,231,457917,293364115
2874,B+ ,661,1807103,614319808
2875,B+ ,338,384124,163219991
2876,B+ ,1122,1167302,671927572
2877,B+ ,1094,3022843,503327290
2878,B+ ,6507,7642861,1985654311
2879,B+ ,3186,1259348,1142337606
2880,B+ ,537,162364,55689423
2881,B+ ,1062,174289,54920307
2882,B+ ,23,281498,79308208
2884,B+ ,1528,1066867,275687071
2885,B+ ,36,461854,89146029
2886,B+ ,40,985998,1092527767
2888,B+ ,30,128949,28112087
2889,B+ ,284,576143,658088531
2890,B+ ,78,2950056,1223393247
2891,B+ ,1798,1771351,453997269
2892,B+ ,3456,5198225,1107406426
2893,B+ ,3139,3199030,868144210
2894,B+ ,197,1317913,467255971
2895,B+ ,259,347167,237532680
2896,B+ ,69843,1071589,418132080
2897,B+ ,468,523913,52949803
2898,B+ ,69,120125,27437812
2899,B+ ,67,3220152,99124130
2900,B+ ,143,3531429,381882756
2901,B+ ,69,462853,81697942
2902,B+ ,474,691078,421290338
2903,B+ ,707,1559949,440314641
2904,B+ ,69450,2488785,1185616288
2905,B+ ,1249,936861,700117837
2906,B+ ,20417,286258,543396771
2907,B+ ,201,153330,77042201
2908,B+ ,29,310120,161459246
2909,B+ ,194,1882776,204538656
2910,B+ ,47317,787818,432842174
2911,B+ ,4786,1394020,953061574
2912,B+ ,1517,956274,270795642
2913,B+ ,1855,2081967,2316867913
2914,B+ ,335,1547654,312149447
2915,B+ ,10467,461572,218132097
2916,B+ ,1424,398891,255973881
2917,B+ ,407,388813,106195817
2918,B+ ,961,10316468,2363070345
2919,B+ ,31,67777,7413067
2920,B+ ,98,2574767,272369803
2921,B+ ,744,934292,408303091
2922,B+ ,462,1688194,334481262
2923,B+ ,3403,1406402,427727822
2925,B+ ,59,6058500,2871118128
2926,B+ ,727,1966781,1077740952
2927,B+ ,48139,1711007,772424547
2928,B+ ,699,522431,112741497
2929,B+ ,4,59912,14924517
2930,B+ ,1651,330808,171631308
2931,B+ ,192,1585237,399828545
2932,B+ ,1603,4549074,1094651891
2933,B+ ,49,212770,33330531
2934,B+ ,1799,8322407,2056689077
2935,B+ ,1059,2039358,2043682056
2936,B+ ,130,191477,92447650
2939,B+ ,306,899823,405697394
2940,B+ ,207,242635,84041146
2941,B+ ,835,43554,23519342
2942,B+ ,147,594250,188357564
2943,B+ ,16,51071,26969579
2944,B+ ,32,709516,171280378
2945,B+ ,231,1447912,406464424
2946,B+ ,452,165419,58977303
2947,B+ ,1651,1532976,1067408901
2948,B+ ,668,988733,117899911
2949,B+ ,2339,1285345,501342602
2950,B+ ,105,300265,161423341
2951,B+ ,91,2504451,1533049314
2952,B+ ,902,2786508,740500603
2953,B+ ,62969,463879,617815248
2955,B+ ,30735,2835452,659284535
2956,B+ ,267649,1434206,1329206392
2957,B+ ,135,429361,96827542
2958,B+ ,95,2379431,472598607
2959,B+ ,3,739567,57853099
2961,B+ ,123,538420,247461127
2962,B+ ,311,1114429,228312377
2963,B+ ,1067,811457,368826750
2964,B+ ,1603,461268,249364334
2965,B+ ,67508,596530,468517987
2967,B+ ,906,467829,55404821
2968,B+ ,237,1350672,241777799
2969,B+ ,76,2340222,1125462303
2970,B+ ,923,2882303,605817991
2971,B+ ,809,456523,257999396
2972,B+ ,23,48687,74014
2973,B+ ,129,2305859,211241208
2974,B+ ,200,4062194,617193410
2975,B+ ,68,1696973,452698164
2976,B+ ,752,412114,238560407
2977,B+ ,542,168297,57946357
2978,B+ ,7,1396136,291164795
2979,B+ ,22,2951209,2061990370
2980,B+ ,140,736388,352087768
2981,B+ ,984,386904,116485462
2982,B+ ,235,1322915,716549011
2983,B+ ,3357,2525853,1144101837
2984,B+ ,364,929669,516927832
2986,B+ ,833,2248312,1313195210
2987,B+ ,748,1803752,330946680
2988,B+ ,309,518070,215703795
2989,B+ ,1665,839585,509843395
2990,B+ ,324,795055,309969321
2991,B+ ,679,1338088,446191063
2993,B+ ,274,1405209,251327239
2994,B+ ,93,415809,189918112
2995,B+ ,486,889638,740561742
2996,B+ ,1192,4984059,562344733
2997,B+ ,1843,2955245,625289467
2998,B+ ,574,764461,962652674
2999,B+ ,1029,1644947,494159147
3000,B+ ,129,786179,85923477
3001,B+ ,501,668762,139062900
3002,B+ ,119,6035710,628697520
3003,B+ ,42,447229,3662626
3004,B+ ,4451,678005,582003124
3005,B+ ,19,2890545,51304190
3006,B+ ,152,3766806,466757682
3007,B+ ,311,388296,206224146
3008,B+ ,18,421029,111622396
3009,B+ ,575,618107,201378522
3010,B+ ,662,76463,32136363
3011,B+ ,205,775362,253556555
3012,B+ ,743,716380,309166764
3013,B+ ,4533,509945,559965240
3014,B+ ,72,853443,432664352
3015,B+ ,88,2335195,1281525208
3016,B+ ,921,1262246,270580351
3017,B+ ,1155,1892929,482374063
3018,B+ ,9711,1795366,475930902
3019,B+ ,1906,813073,672733411
3020,B+ ,254,1850159,629437468
3021,B+ ,283,425612,204654919
3022,B+ ,1484,7391895,1073032122
3023,B+ ,872,555656,328299609
3024,B+ ,153,1372479,292067760
3025,B+ ,398,57155,20381526
3026,B+ ,193,618420,271657269
3027,B+ ,960,482416,403153475
3028,B+ ,141,585667,178958558
3029,B+ ,480,1204365,250549219
3030,B+ ,2096,803859,397425308
3031,B+ ,55,11698,72242463
3032,B+ ,326,3236916,395927293
3033,B+ ,13765,1000264,513033283
3034,B+ ,974,2189444,1292605586
3035,B+ ,411,2078604,397070891
3036,B+ ,943,1667793,823128169
3037,B+ ,372,1392452,381881623
3038,B+ ,344,2054598,299060462
3039,B+ ,1276,2848623,896674276
3040,B+ ,1855,2792134,789671773
3041,B+ ,35,912284,222905707
3042,B+ ,6,283811,62843746
3043,B+ ,58,71209,27756196
3044,B+ ,241,1063071,252440621
3045,B+ ,167,63861,14372398
3046,B+ ,3176,1193979,271464829
3047,B+ ,491,1044246,250497347
3048,B+ ,22207,6825517,3424536442
3049,B+ ,1546,3464626,1149864426
3050,B+ ,411,1299484,382269383
3052,B+ ,251,4519018,698614847
3053,B+ ,1056,507029,125612247
3054,B+ ,3426,1770672,1693580580
3055,B+ ,42,220561,98000140
3056,B+ ,74,4546220,1168385609
3057,B+ ,21381,706822,716793911
3058,B+ ,451,8650915,2310881550
3059,B+ ,387,77894,14444263
3060,B+ ,1604,700274,452387041
3061,B+ ,2164,3543143,3335255531
3062,B+ ,1014,1929088,1158534683
3063,B+ ,4115,734940,329300585
3064,B+ ,585,3971029,730736108
3065,B+ ,1808,1591436,884084751
3066,B+ ,185,3929446,1794157750
3067,B+ ,920,919810,608631540
3068,B+ ,2154,2552436,836994859
3069,B+ ,129,2338081,1051039559
3070,B+ ,52,5255070,2507680614
3071,B+ ,761,1592834,379686191
3073,B+ ,43,822702,51989692
3074,B+ ,119,218329,53161626
3075,B+ ,595,2704486,747295014
3076,B+ ,397,3330942,649164506
3077,B+ ,6,181658,503631
3078,B+ ,2786,561013,280766132
3079,B+ ,335,137465,74992884
3080,B+ ,676,151818,370212210
3081,B+ ,65,905031,267655824
3082,B+ ,31,1351153,363864331
3083,B+ ,4008,394414,388136925
3084,B+ ,163,2035463,1138657345
3085,B+ ,963,932757,341866028
3087,B+ ,936,384816,191700071
3088,B+ ,131,203229,53586600
3089,B+ ,639,455359,93054171
3090,B+ ,728,1334463,864103581
3091,B+ ,35,22527,139286431
3092,B+ ,317,744007,412537162
3093,B+ ,284,319949,122900222
3094,B+ ,464,921200,654047364
3095,B+ ,1974,6174784,1834461538
3097,B+ ,94,4795224,887547430
3098,B+ ,38,242591,91494693
3101,B+ ,5164,2739025,1049435234
3102,B+ ,1242,2872495,1061073942
3103,B+ ,13,1578686,236138962
3104,B+ ,287,3149561,950269718
3105,B+ ,845,24248,30201408
3106,B+ ,226,1153517,585222718
3107,B+ ,975,571959,578670817
3108,B+ ,14396,178297,107169694
3110,B+ ,77,3950612,1135729554
3111,B+ ,374,954280,248754238
3112,B+ ,470,145920,87916414
3113,B+ ,480,11953126,1916020973
3114,B+ ,270,741701,307419475
3115,B+ ,77,1219236,816944628
3116,B+ ,51,578584,164485063
3117,B+ ,446,5804234,999290952
3118,B+ ,271,547272,201857426
3120,B+ ,2075,2644604,1220778204
3121,B+ ,46,450784,74188210
3122,B+ ,16,562099,117674479
3123,B+ ,86,6461,61054124
3124,B+ ,2298,1243105,831367649
3125,B+ ,90,642071,224511038
3126,B+ ,637,1694247,307078198
3127,B+ ,37648,2270942,1453096184
3128,B+ ,3172,992599,352710748
3129,B+ ,14,157276,56270939
3130,B+ ,5749,1090345,508138618
3131,B+ ,446,644609,218892754
3132,B+ ,168,83928,155448357
3133,B+ ,4456,277085,137861011
3134,B+ ,108,4367,40725618
3135,B+ ,162,5120127,769979030
3136,B+ ,30,936087,133739199
3137,B+ ,1131,690705,390634845
3138,B+ ,302,5018873,605014610
3139,B+ ,626,2145663,1124597839
3140,B+ ,887,1276979,442622201
3141,B+ ,304,46094,26415296
3143,B+ ,23969,2175776,402965464
3144,B+ ,10,136538,49101795
3145,B+ ,66,407967,117932208
3146,B+ ,10313,627901,350435747
3147,B+ ,52,39183,18836853
3148,B+ ,189,170898,52577524
3149,B+ ,735,735037,169033351
3150,B+ ,1295,655701,698260959
3152,B+ ,169,207676,140830667
3153,B+ ,243,1934408,397610290
3154,B+ ,58,1919487,606279997
3155,B+ ,200,837256,179536330
3156,B+ ,5,408152,241034873
3157,B+ ,638,600504,155721562
3158,B+ ,330,1447064,453923942
3159,B+ ,99,503568,177336711
3160,B+ ,21,453,13932203
3161,B+ ,250,860197,206358885
3162,B+ ,249,1708359,303694082
3163,B+ ,2263,1136319,735236721
3164,B+ ,104,219996,20282486
3165,B+ ,245,1812006,1000625920
3166,B+ ,32,51859,14326203
3168,B+ ,240,1208307,109681442
3169,B+ ,8,2136537,595220878
3170,B+ ,1115,3523705,2786057241
3171,B+ ,471,674277,247123476
3172,B+ ,504,954505,268980431
3173,B+ ,148,405490,82138987
3174,B+ ,767,539068,207243830
3175,B+ ,59,1393369,191655214
3176,B+ ,86,3768654,2488238303
3177,B+ ,32,72147,128582524
3178,B+ ,295,419944,251740970
3179,B+ ,136,339526,130045623
3180,B+ ,12,554,17603860
3181,B+ ,147,1369528,824804395
3182,B+ ,51,714401,1016739338
3183,B+ ,120,1011632,354202158
3184,B+ ,1244,610451,552001622
3185,B+ ,5238,554228,365126109
3187,B+ ,5,244169,97877587
3188,B+ ,230,985668,378505951
3189,B+ ,737,1746081,583351466
3190,B+ ,50,8193,59378873
3192,B+ ,413,264353,43244168
3193,B+ ,1360,820965,1028350183
3194,B+ ,1623,315280,415522346
3195,B+ ,208,580638,340416039
3196,B+ ,424,1303595,394499131
3197,B+ ,480,1739678,689581927
3198,B+ ,618,366577,316065374
3199,B+ ,787,1670212,923485881
3200,B+ ,1631,1172003,672790229
3201,B+ ,673,1196337,140928373
3202,B+ ,2384,7507910,1837491454
3203,B+ ,324,964256,730058169
3204,B+ ,1186,520085,404434606
3205,B+ ,8948,3266789,1911292211
3206,B+ ,94,676236,120243077
3207,B+ ,3192,337568,316792323
3208,B+ ,367,743897,578130658
3209,B+ ,1052,1210976,766394934
3210,B+ ,3078,2178046,1185316401
3211,B+ ,2355,2346305,952291050
3212,B+ ,851,41775,20455543
3213,B+ ,966,823768,982439050
3214,B+ ,462,297114,126302393
3215,B+ ,2811,801479,869562917
3216,B+ ,203934,26013,13049365
3217,B+ ,619,114369,49397035
3218,B+ ,64,2965943,607754526
3219,B+ ,400,565955,288290196
3220,B+ ,305,3514617,790583238
3221,B+ ,6637,908255,836404037
3222,B+ ,137,34480357,3617584451
3223,B+ ,638,721132,73932765
3224,B+ ,1220,1454818,725063011
3225,B+ ,91,548637,121785380
3226,B+ ,46,2111961,266478876
3227,B+ ,588,286603,159489239
3228,B+ ,4983,4250606,2309711318
3229,B+ ,1473,1045955,340639736
3230,B+ ,4992,913401,288758164
3231,B+ ,1300,1174791,597644390
3232,B+ ,324,1237701,1174193735
3233,B+ ,76,567599,130735563
3234,B+ ,268,1863878,1415231104
3235,B+ ,70,985622,591044137
3236,B+ ,6696,2876017,1488910170
3238,B+ ,243,810856,295829656
3239,B+ ,366,2748910,425123326
3240,B+ ,117623,674935,596691293
3241,B+ ,5788,1395866,1586973464
3242,B+ ,53,2535408,1000126905
3243,B+ ,6977,2196875,1367225615
3244,B+ ,25708,553656,1033050461
3245,B+ ,944,6105099,868911508
3246,B+ ,106,1556371,1502898899
3248,B+ ,174,1381717,125716518
3249,B+ ,5061,597210,408776906
3250,B+ ,474,276599,233926542
3251,B+ ,255,9057024,854792242
3252,B+ ,225,2678563,595543560
3253,B+ ,29195,1245990,381510375
3254,B+ ,623,2382601,891069197
3255,B+ ,279,6308028,823945057
3256,B+ ,426,474005,239587803
3257,B+ ,12,42206,13581349
3258,B+ ,21362,323501,595089042
3259,B+ ,791,755365,913121197
3261,B+ ,223,1265370,311395415
3262,B+ ,559,388186,230826845
3263,B+ ,2,1189424,42873889
3264,B+ ,1431,2785627,597695600
3265,B+ ,52,247946,70142318
3266,B+ ,47002,914519,347281029
3267,B+ ,2308,3086917,894959215
3268,B+ ,161,2109968,1634473915
3269,B+ ,873,1971459,1502778452
3270,B+ ,428,1196160,328785415
3271,B+ ,719,812865,145231179
3272,B+ ,1404,2311535,482443239
3273,B+ ,2139,4457572,1394447606
3274,B+ ,192,1952236,473755617
3275,B+ ,1232,401065,270478511
3278,B+ ,372,176124,52370739
3279,B+ ,26,849997,330099633
3280,B+ ,554,609485,370021933
3281,B+ ,567,238236,44797220
3282,B+ ,2811,1768437,960349346
3283,B+ ,2307,496648,369762636
3284,B+ ,714,1010555,538734272
3285,B+ ,10626,1495580,728883338
3286,B+ ,401,716807,334973328
3287,B+ ,8529,1175270,1572317790
3288,B+ ,381,73408,41023522
3289,B+ ,148,26061,17704374
3290,B+ ,2805,11058942,1155971469
3291,B+ ,673,551704,275259036
3292,B+ ,19154,713227,696260539
3293,B+ ,91,109556,125205804
3294,B+ ,195,1176545,413116827
3295,B+ ,1198,386451,186174931
3296,B+ ,80,1742490,736327305
3297,B+ ,21443,375570,322129860
3298,B+ ,3041,2504837,1348099376
3299,B+ ,191,4362887,383873451
3300,B+ ,5756,1937431,1763784218
3301,B+ ,1001,350366,211671888
3302,B+ ,69,540317,53303457
3303,B+ ,263,2876912,657521103
3304,B+ ,195,1741821,1247069017
3306,B+ ,945,370351,434464525
3308,B+ ,131,1075247,257518390
3309,B+ ,109,10986755,2342851789
3310,B+ ,867,1545996,677711949
3311,B+ ,15173,1239714,493892911
3312,B+ ,323,2413047,1033472155
3313,B+ ,52,862111,310214445
3314,B+ ,2069,3359994,796485934
3315,B+ ,153,44114,145713856
3317,B+ ,7340,546433,1053925525
3318,B+ ,166,501266,705872922
3320,B+ ,1274,2154028,381204264
3321,B+ ,3878,1502378,1255024131
3322,B+ ,376,295520,60977735
3323,B+ ,348,1338898,249314049
3324,B+ ,86,378291,167815707
3325,B+ ,178,2886936,470614540
3326,B+ ,807,2657220,296682204
3327,B+ ,386,3901986,533413035
3328,B+ ,2799,1160335,442573099
3329,B+ ,477,192189,222056520
3330,B+ ,1808,503844,496639333
3331,B+ ,1162,814631,683563679
3332,B+ ,23461,792856,372399113
3333,B+ ,802,521984,184784325
3335,B+ ,81,5330078,760111470
3336,B+ ,678,10851352,909763868
3337,B+ ,246,611389,248150713
3338,B+ ,203,2828730,3410169278
3339,B+ ,1773,723023,250974604
3340,B+ ,859,1815133,378031570
3341,B+ ,13104,6766972,2485984749
3342,B+ ,52,605278,67492999
3343,B+ ,10800,4806059,2719532003
3344,B+ ,1268,1405303,556481114
3345,B+ ,140,118903,48102020
3346,B+ ,54,458652,67503694
3347,B+ ,124,12213,94663186
3348,B+ ,348,2983811,645372961
3349,B+ ,57,435466,121427999
3350,B+ ,556,634688,335495577
3351,B+ ,354,780214,363411371
3352,B+ ,176,4662246,2603654889
3353,B+ ,975,2345259,690171168
3354,B+ ,1297,1651594,736737632
3355,B+ ,39,1818516,119894597
3356,B+ ,42962,1082598,486016747
3357,B+ ,464,895184,699349004
3358,B+ ,183,506226,118034495
3359,B+ ,2319,1227354,970664265
3360,B+ ,1300,194673,594831283
3361,B+ ,4570,971690,508608760
3362,B+ ,83,1318741,443337040
3363,B+ ,64,3772994,2635101063
3364,B+ ,2985,2088471,1488298740
3365,B+ ,1157,450721,133951556
3366,B+ ,57,961780,247784003
3368,B+ ,130,1247115,270526763
3369,B+ ,153,321606,55508868
3370,B+ ,3389,1643858,584467020
3371,B+ ,28,976753,192307866
3372,B+ ,1773,475474,729833997
3373,B+ ,1069,3706185,254322267
3374,B+ ,12284,729883,683524877
3376,B+ ,123,1878510,1782024297
3377,B+ ,973,8103549,1570114528
3378,B+ ,1703,844818,374729856
3379,B+ ,25580,1195918,471086312
3380,B+ ,605,2700119,1173411715
3381,B+ ,1445,1060641,667479362
3382,B+ ,30,551268,108815101
3383,B+ ,71,13592,83413815
3384,B+ ,17074,874491,145677201
3385,B+ ,238,704905,183463937
3386,B+ ,186,851334,256571631
3387,B+ ,979,1592727,375941050
3388,B+ ,7573,1487061,760353509
3389,B+ ,58,15198,51520066
3390,B+ ,358,1154317,268059310
3391,B+ ,1815,1194564,713836553
3392,B+ ,217,21044,89429693
3393,B+ ,5414,615741,470325469
3394,B+ ,184,1376623,367879256
3395,B+ ,104,238980,75931902
3396,B+ ,148,1932449,1158584676
3397,B+ ,232,1855415,407232569
3398,B+ ,116,2545061,1365930618
3399,B+ ,203,2182593,950239303
3400,B+ ,76,1917418,523580297
3401,B+ ,4986,10737742,3370838977
3402,B+ ,2923,506478,328516952
3403,B+ ,199,1189449,1272038522
3404,B+ ,1157,850144,154053116
3405,B+ ,6609,1045552,452314955
3406,B+ ,935,1392043,784129026
3407,B+ ,1855,2730329,794030115
3408,B+ ,1589,1867657,1965929253
3409,B+ ,794,435364,138601220
3410,B+ ,125,610380,200404688
3411,B+ ,6576,622797,858350173
3412,B+ ,71,11262,30836042
3413,B+ ,731,1971366,427872075
3415,B+ ,647,773735,332848046
3416,B+ ,12,366432,133748864
3417,B+ ,2,161934,32501821
3418,B+ ,27826,990161,737275806
3419,B+ ,927,1456486,1144220847
3420,B+ ,11997,1301443,482456998
3421,B+ ,315,3746054,767765478
3422,B+ ,1881,676173,469769927
3423,B+ ,29094,1884592,362890334
3424,B+ ,126,1776280,206704119
3425,B+ ,301,1056912,285083835
3426,B+ ,883,1710738,1029434556
3427,B+ ,8693,1196834,1079025508
3428,B+ ,6497,697163,755773902
3429,B+ ,701,502702,315439631
3430,B+ ,62,1360552,284372989
3431,B+ ,248,6400010,1681490990
3432,B+ ,72,223943,50298237
3433,B+ ,1507,781933,520596091
3434,B+ ,55,2063924,1573643116
3435,B+ ,10944,698963,926198024
3436,B+ ,684,1472100,561327121
3437,B+ ,26,5614,15205851
3438,B+ ,2006,1435507,1260606050
3439,B+ ,84,3693905,705990310
3440,B+ ,4379,970112,644337879
3441,B+ ,375,497507,135027409
3442,B+ ,1554,3709242,955155891
3443,B+ ,760,603959,428290634
3444,B+ ,12,409020,120744357
3445,B+ ,55,2150761,144032187
3446,B+ ,566,1463325,174608943
3447,B+ ,296,738236,152153531
3448,B+ ,5,701902,10538245
3449,B+ ,1989,2888076,2546617498
3451,B+ ,55,3125798,2135460479
3452,B+ ,443,56964,47390256
3453,B+ ,422326,746325,548619569
3454,B+ ,1468,2739829,641318350
3456,B+ ,5214,3512001,300484731
3457,B+ ,62,1899438,538637939
3458,B+ ,22,72533,111481567
3459,B+ ,357,493075,181402549
3460,B+ ,3602,815118,456781608
3461,B+ ,8238,1211422,659090033
3462,B+ ,842,777615,818393872
3463,B+ ,57,135320,70520862
3464,B+ ,6010,804245,414996715
3465,B+ ,261,457355,124718914
3466,B+ ,1278,908902,184464263
3467,B+ ,11,9106,12829482
3468,B+ ,89,1548756,1006598232
3469,B+ ,254,301783,62072677
3470,B+ ,276,889140,126904033
3471,B+ ,4714,715285,519900553
3472,B+ ,495,2170361,1181816721
3473,B+ ,15802,1707789,1138508082
3474,B+ ,30,717060,88871782
3475,B+ ,152,1131477,167733588
3476,B+ ,57,5228302,238812063
3477,B+ ,3258,3330462,1466232114
3478,B+ ,121,98855,74671576
3479,B+ ,392,981824,202978436
3480,B+ ,242,1120883,473552531
3481,B+ ,66,2013472,393994650
3482,B+ ,769,1016661,497519807
3483,B+ ,1186,5017909,1120408581
3484,B+ ,459,24903,43163024
3485,B+ ,1050,897557,621321105
3486,B+ ,250,470708,186252284
3487,B+ ,251,132982,45491819
3488,B+ ,258,22579,134772642
3489,B+ ,278,2658226,413073520
3490,B+ ,105,171015,44999518
3491,B+ ,722,405867,223410944
3493,B+ ,284,567088,203781142
